job_id,experiment,plant_group,plant_id,plant_seed,manifest_id,trajectory,regime,config_group,config_value,control_points,method,compensation_gain,smoothing_window,learning_rate,scenario_id,measurement_noise_std_mm,extra_delay_steps,mismatch_scale,initial_task_score,final_task_score,task_auc_normalized,final_task_ratio,initial_violation_rate,final_violation_rate,initial_global_rmse,final_global_rmse,final_global_ratio,trial_task_scores,selection_history,accepted_history,rejected_trials,final_trust_radius_mm,constraint_violation,all_updates_succeeded,finite_result,raw_estimated_lag_history,total_estimated_lag_history,nominal_estimated_lag_history,applied_lag_history,median_estimated_axis_lag_steps,lag_absolute_error_steps,median_peak_correlation,elapsed_s
03_parameter_sensitivity|control_points_16|ellipse--demand_conflict|n0_d1_m0|25001|v11_full,03_parameter_sensitivity,independent_seeded,S25001,25001,ellipse--demand_conflict,ellipse,demand_conflict,nominal_control_points,16,16,v11_full,0.25,5,0.65,n0_d1_m0,0.0,4,1.0,7.931809151646931,1.2256097994856499,0.3734955365287432,0.1545183168245001,0.8333333333333334,0.3333333333333333,2.1742433997047765,0.3694535238138374,0.1699227988292399,"[7.931809151646931, 3.7555666287038667, 2.0746022874584273, 1.4411028672232797, 1.2256097994856499]","[[2, 3], [2, 3], [3, 4], [3, 4]]","[true, true, true, true, true]",0,4.0,0,1,1,"[[7, 7], [7, 7], [7, 7], [7, 7], [7, 7]]","[[9, 9], [9, 9], [9, 9], [9, 9], [9, 9]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.75, 1.75], [1.75, 1.75], [1.75, 1.75], [1.75, 1.75], [1.75, 1.75]]","[7.0, 7.0]",0.5,0.9998267935622687,0.7633034579999958
03_parameter_sensitivity|control_points_16|ellipse--demand_conflict|n0_d1_m0|25002|v11_full,03_parameter_sensitivity,independent_seeded,S25002,25002,ellipse--demand_conflict,ellipse,demand_conflict,nominal_control_points,16,16,v11_full,0.25,5,0.65,n0_d1_m0,0.0,4,1.0,7.766290542448517,0.8076010218319887,0.35334919791685593,0.10398800011638147,0.8333333333333334,0.16666666666666666,1.9704335955951635,0.21956021383859675,0.1114273601147565,"[7.766290542448517, 3.8103978350052876, 1.8380638611740192, 1.0414426575342295, 0.8076010218319887]","[[2, 3], [2, 3], [2, 3], [3, 4]]","[true, true, true, true, true]",0,4.0,0,1,1,"[[7, 5], [7, 5], [7, 5], [7, 5], [7, 5]]","[[9, 7], [9, 7], [9, 7], [9, 7], [9, 7]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.75, 1.25], [1.75, 1.25], [1.75, 1.25], [1.75, 1.25], [1.75, 1.25]]","[7.0, 5.0]",1.0,0.9984805200717272,0.6912742080000385
03_parameter_sensitivity|control_points_16|ellipse--demand_conflict|n0_d1_m0|25003|v11_full,03_parameter_sensitivity,independent_seeded,S25003,25003,ellipse--demand_conflict,ellipse,demand_conflict,nominal_control_points,16,16,v11_full,0.25,5,0.65,n0_d1_m0,0.0,4,1.0,7.279743388405482,0.4285189790893174,0.3370492416070845,0.05886457203585277,0.6666666666666666,0.0,1.85507896209821,0.07252573851140376,0.03909576896358774,"[7.279743388405482, 3.3259948472154957, 1.750718763943639, 0.8836831577184872, 0.4285189790893174]","[[3, 4], [1, 4], [1, 3], [1, 3]]","[true, true, true, true, true]",0,4.0,0,1,1,"[[4, 7], [4, 7], [4, 7], [4, 7], [4, 7]]","[[6, 9], [6, 9], [6, 9], [6, 9], [6, 9]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.0, 1.75], [1.0, 1.75], [1.0, 1.75], [1.0, 1.75], [1.0, 1.75]]","[4.0, 7.0]",1.0,0.9963160913458584,0.48032266599994955
03_parameter_sensitivity|control_points_16|ellipse--demand_conflict|n0_d1_m0|25004|v11_full,03_parameter_sensitivity,independent_seeded,S25004,25004,ellipse--demand_conflict,ellipse,demand_conflict,nominal_control_points,16,16,v11_full,0.25,5,0.65,n0_d1_m0,0.0,4,1.0,6.237600449225314,0.31388237367164595,0.3283409688349815,0.05032101306049972,0.6666666666666666,0.0,1.6054979846693018,0.05217304666304197,0.032496488417447934,"[6.237600449225314, 2.820081618714526, 1.417242506851454, 0.6791735618021618, 0.31388237367164595]","[[3, 4], [1, 4], [1, 3], [1, 3]]","[true, true, true, true, true]",0,4.0,0,1,1,"[[4, 7], [4, 7], [4, 7], [4, 7], [4, 7]]","[[6, 9], [6, 9], [6, 9], [6, 9], [6, 9]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.0, 1.75], [1.0, 1.75], [1.0, 1.75], [1.0, 1.75], [1.0, 1.75]]","[4.0, 7.0]",0.5,0.9975676590637186,0.4642179589999955
03_parameter_sensitivity|control_points_16|ellipse--demand_conflict|n0_d1_m0|25005|v11_full,03_parameter_sensitivity,independent_seeded,S25005,25005,ellipse--demand_conflict,ellipse,demand_conflict,nominal_control_points,16,16,v11_full,0.25,5,0.65,n0_d1_m0,0.0,4,1.0,7.539010853039086,0.4338978469120994,0.33620872694890425,0.05755368381479234,0.6666666666666666,0.0,1.9428950434958454,0.07166160081860323,0.036883927960237484,"[7.539010853039086, 3.4385881788213295, 1.8100135425697528, 0.9036688940503002, 0.4338978469120994]","[[3, 4], [1, 4], [1, 3], [1, 3]]","[true, true, true, true, true]",0,4.0,0,1,1,"[[5, 8], [5, 8], [5, 8], [5, 8], [5, 8]]","[[7, 10], [7, 10], [7, 10], [7, 10], [7, 10]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.25, 2.0], [1.25, 2.0], [1.25, 2.0], [1.25, 2.0], [1.25, 2.0]]","[5.0, 8.0]",0.5,0.9961746677440639,0.4880336670000247
03_parameter_sensitivity|control_points_16|ellipse--demand_conflict|n0_d1_m0|25006|v11_full,03_parameter_sensitivity,independent_seeded,S25006,25006,ellipse--demand_conflict,ellipse,demand_conflict,nominal_control_points,16,16,v11_full,0.25,5,0.65,n0_d1_m0,0.0,4,1.0,6.569664275539642,0.3957875782692244,0.33527661534195263,0.06024471900989397,0.8333333333333334,0.0,1.9396508864759971,0.10134528984643654,0.05224924266168487,"[6.569664275539642, 2.998821449585347, 1.5501080982966151, 0.7789637341570953, 0.3957875782692244]","[[3, 4], [2, 3], [1, 3], [1, 3]]","[true, true, true, true, true]",0,4.0,0,1,1,"[[6, 7], [6, 7], [6, 7], [6, 7], [6, 7]]","[[8, 9], [8, 9], [8, 9], [8, 9], [8, 9]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.5, 1.75], [1.5, 1.75], [1.5, 1.75], [1.5, 1.75], [1.5, 1.75]]","[6.0, 7.0]",1.0,0.9996543113424443,0.561216375000015
03_parameter_sensitivity|control_points_16|ellipse--demand_conflict|n1_d1_m1|25001|v11_full,03_parameter_sensitivity,independent_seeded,S25001,25001,ellipse--demand_conflict,ellipse,demand_conflict,nominal_control_points,16,16,v11_full,0.25,5,0.65,n1_d1_m1,0.05,4,1.7,7.488128890501111,1.2146969439302697,0.37004120271240626,0.16221635093262682,0.8333333333333334,0.3333333333333333,2.1265330876573425,0.36864874638162604,0.17335669429331166,"[7.488128890501111, 3.4284351511328754, 1.9810118092790896, 1.3228050051985347, 1.2146969439302697]","[[2, 3], [2, 3], [3, 4], [3, 4]]","[true, true, true, true, true]",0,4.0,0,1,1,"[[7, 7], [7, 7], [7, 7], [7, 7], [7, 7]]","[[9, 9], [9, 9], [9, 9], [9, 9], [9, 9]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.75, 1.75], [1.75, 1.75], [1.75, 1.75], [1.75, 1.75], [1.75, 1.75]]","[7.0, 7.0]",0.5,0.9995771116673012,0.9682908329999691
03_parameter_sensitivity|control_points_16|ellipse--demand_conflict|n1_d1_m1|25002|v11_full,03_parameter_sensitivity,independent_seeded,S25002,25002,ellipse--demand_conflict,ellipse,demand_conflict,nominal_control_points,16,16,v11_full,0.25,5,0.65,n1_d1_m1,0.05,4,1.7,7.1732068950022025,0.5876166058281033,0.3370689080574848,0.08191825698454538,0.8333333333333334,0.0,1.8160957926442736,0.14744657087021706,0.08118876298674299,"[7.1732068950022025, 3.396913983202138, 1.6404163499242093, 0.7537179779337525, 0.5876166058281033]","[[2, 3], [2, 3], [2, 3], [2, 3]]","[true, true, true, true, true]",0,4.0,0,1,1,"[[7, 5], [7, 5], [7, 5], [7, 5], [7, 5]]","[[9, 7], [9, 7], [9, 7], [9, 7], [9, 7]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.75, 1.25], [1.75, 1.25], [1.75, 1.25], [1.75, 1.25], [1.75, 1.25]]","[7.0, 5.0]",1.0,0.9983815399198928,0.6950870000000009
03_parameter_sensitivity|control_points_16|ellipse--demand_conflict|n1_d1_m1|25003|v11_full,03_parameter_sensitivity,independent_seeded,S25003,25003,ellipse--demand_conflict,ellipse,demand_conflict,nominal_control_points,16,16,v11_full,0.25,5,0.65,n1_d1_m1,0.05,4,1.7,7.073737856536296,0.45837680824754606,0.3438207700226527,0.06479980139835058,0.6666666666666666,0.0,1.7942068458114788,0.0761112660822605,0.04242056386081679,"[7.073737856536296, 3.2729763623589108, 1.754244827934913, 0.9351134644050483, 0.45837680824754606]","[[3, 4], [1, 4], [1, 4], [1, 3]]","[true, true, true, true, true]",0,4.0,0,1,1,"[[4, 7], [4, 7], [4, 7], [4, 7], [4, 7]]","[[6, 9], [6, 9], [6, 9], [6, 9], [6, 9]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.0, 1.75], [1.0, 1.75], [1.0, 1.75], [1.0, 1.75], [1.0, 1.75]]","[4.0, 7.0]",1.0,0.9960918855372225,0.5909539170000357
03_parameter_sensitivity|control_points_16|ellipse--demand_conflict|n1_d1_m1|25004|v11_full,03_parameter_sensitivity,independent_seeded,S25004,25004,ellipse--demand_conflict,ellipse,demand_conflict,nominal_control_points,16,16,v11_full,0.25,5,0.65,n1_d1_m1,0.05,4,1.7,6.272059599870351,0.3433389933734039,0.33219815824566984,0.05474102851007682,0.6666666666666666,0.0,1.5946042184624036,0.06028775283559609,0.03780734563321834,"[6.272059599870351, 2.920553085850135, 1.4115760396514125, 0.6944381678125885, 0.3433389933734039]","[[3, 4], [1, 4], [1, 3], [1, 3]]","[true, true, true, true, true]",0,4.0,0,1,1,"[[4, 7], [4, 7], [4, 7], [4, 7], [4, 7]]","[[6, 9], [6, 9], [6, 9], [6, 9], [6, 9]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.0, 1.75], [1.0, 1.75], [1.0, 1.75], [1.0, 1.75], [1.0, 1.75]]","[4.0, 7.0]",0.5,0.996768031385977,0.5978015000000028
03_parameter_sensitivity|control_points_16|ellipse--demand_conflict|n1_d1_m1|25005|v11_full,03_parameter_sensitivity,independent_seeded,S25005,25005,ellipse--demand_conflict,ellipse,demand_conflict,nominal_control_points,16,16,v11_full,0.25,5,0.65,n1_d1_m1,0.05,4,1.7,7.963615217036075,0.4802000947202597,0.3531062114915524,0.06029925877043846,0.6666666666666666,0.0,2.0012392545979276,0.09006114456270994,0.045002687387722805,"[7.963615217036075, 3.915174171796685, 2.0773246783031585, 1.0336014902783335, 0.4802000947202597]","[[3, 4], [1, 4], [1, 3], [1, 2]]","[true, true, true, true, true]",0,4.0,0,1,1,"[[4, 8], [4, 8], [4, 8], [4, 8], [4, 8]]","[[6, 10], [6, 10], [6, 10], [6, 10], [6, 10]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.0, 2.0], [1.0, 2.0], [1.0, 2.0], [1.0, 2.0], [1.0, 2.0]]","[4.0, 8.0]",1.0,0.9940796040806932,0.6337486250000097
03_parameter_sensitivity|control_points_16|ellipse--demand_conflict|n1_d1_m1|25006|v11_full,03_parameter_sensitivity,independent_seeded,S25006,25006,ellipse--demand_conflict,ellipse,demand_conflict,nominal_control_points,16,16,v11_full,0.25,5,0.65,n1_d1_m1,0.05,4,1.7,6.063825769387071,0.327040404953065,0.3285429404464041,0.053933014798036014,0.8333333333333334,0.0,1.7925268372907202,0.06752671313587845,0.037671242477987324,"[6.063825769387071, 2.7113925204862186, 1.4151895504192078, 0.6468934364409326, 0.327040404953065]","[[3, 4], [2, 3], [1, 3], [1, 4]]","[true, true, true, true, true]",0,4.0,0,1,1,"[[6, 7], [6, 7], [6, 7], [6, 7], [6, 7]]","[[8, 9], [8, 9], [8, 9], [8, 9], [8, 9]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.5, 1.75], [1.5, 1.75], [1.5, 1.75], [1.5, 1.75], [1.5, 1.75]]","[6.0, 7.0]",1.0,0.9992499135109458,0.5902686669999753
03_parameter_sensitivity|control_points_16|figure_eight--demand_conflict|n0_d1_m0|25001|v11_full,03_parameter_sensitivity,independent_seeded,S25001,25001,figure_eight--demand_conflict,figure_eight,demand_conflict,nominal_control_points,16,16,v11_full,0.25,5,0.65,n0_d1_m0,0.0,4,1.0,11.530597929027934,6.995565232495866,0.6765488980862145,0.6066957911076528,0.8333333333333334,0.6666666666666666,3.5406280069014553,2.126817654080818,0.6006893833340263,"[11.530597929027934, 7.850613044072642, 7.022938088103912, 6.995565232495866, 7.139275926899524]","[[2, 4], [2, 4], [2, 4], [2, 4]]","[true, true, true, true, false]",1,2.0,0,1,1,"[[7, 7], [7, 7], [7, 7], [7, 7], [7, 7]]","[[9, 9], [9, 9], [9, 9], [9, 9], [9, 9]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.75, 1.75], [1.75, 1.75], [1.75, 1.75], [1.75, 1.75], [1.75, 1.75]]","[7.0, 7.0]",0.5,0.999716724362437,1.1518128750000187
03_parameter_sensitivity|control_points_16|figure_eight--demand_conflict|n0_d1_m0|25002|v11_full,03_parameter_sensitivity,independent_seeded,S25002,25002,figure_eight--demand_conflict,figure_eight,demand_conflict,nominal_control_points,16,16,v11_full,0.25,5,0.65,n0_d1_m0,0.0,4,1.0,10.205787666034217,3.0775942521084465,0.4451270013198485,0.3015538195401574,1.0,0.5,2.9412102616826212,0.9250322907586008,0.31450736549157965,"[10.205787666034217, 4.979398985836635, 3.4605017439049535, 3.0775942521084465, 3.1021956493769594]","[[1, 4], [2, 4], [2, 4], [2, 4]]","[true, true, true, true, false]",1,2.0,0,1,1,"[[7, 5], [7, 5], [7, 5], [7, 5], [7, 5]]","[[9, 7], [9, 7], [9, 7], [9, 7], [9, 7]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.75, 1.25], [1.75, 1.25], [1.75, 1.25], [1.75, 1.25], [1.75, 1.25]]","[7.0, 5.0]",1.0,0.997343396587169,1.1140996249999944
03_parameter_sensitivity|control_points_16|figure_eight--demand_conflict|n0_d1_m0|25003|v11_full,03_parameter_sensitivity,independent_seeded,S25003,25003,figure_eight--demand_conflict,figure_eight,demand_conflict,nominal_control_points,16,16,v11_full,0.25,5,0.65,n0_d1_m0,0.0,4,1.0,11.943424306382695,5.8107978566110585,0.6357523068979548,0.4865269547114478,1.0,0.8333333333333334,3.434114444626585,1.6943414632173401,0.49338526439283464,"[11.943424306382695, 7.873697154976465, 7.6601910364252275, 5.8107978566110585, 6.111680037943042]","[[2, 4], [2, 4], [3, 4], [2, 4]]","[true, true, true, true, false]",1,2.0,0,1,1,"[[4, 8], [4, 8], [4, 8], [4, 8], [4, 8]]","[[6, 10], [6, 10], [6, 10], [6, 10], [6, 10]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.0, 2.0], [1.0, 2.0], [1.0, 2.0], [1.0, 2.0], [1.0, 2.0]]","[4.0, 8.0]",0.5,0.9914876292804818,1.3088263750000237
03_parameter_sensitivity|control_points_16|figure_eight--demand_conflict|n0_d1_m0|25004|v11_full,03_parameter_sensitivity,independent_seeded,S25004,25004,figure_eight--demand_conflict,figure_eight,demand_conflict,nominal_control_points,16,16,v11_full,0.25,5,0.65,n0_d1_m0,0.0,4,1.0,10.33382828411624,4.421929024149721,0.5844735593121705,0.42790811909914456,1.0,0.5,2.972442702426152,1.256506484540725,0.4227184879005895,"[10.33382828411624, 6.394763931933852, 5.852335983872554, 4.421929024149721, 4.646909024277088]","[[2, 4], [2, 4], [3, 4], [2, 4]]","[true, true, true, true, false]",1,2.0,0,1,1,"[[4, 7], [4, 7], [4, 7], [4, 7], [4, 7]]","[[6, 9], [6, 9], [6, 9], [6, 9], [6, 9]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.0, 1.75], [1.0, 1.75], [1.0, 1.75], [1.0, 1.75], [1.0, 1.75]]","[4.0, 7.0]",0.5,0.9951983892686787,1.086044458999993
03_parameter_sensitivity|control_points_16|figure_eight--demand_conflict|n0_d1_m0|25005|v11_full,03_parameter_sensitivity,independent_seeded,S25005,25005,figure_eight--demand_conflict,figure_eight,demand_conflict,nominal_control_points,16,16,v11_full,0.25,5,0.65,n0_d1_m0,0.0,4,1.0,12.65732316490088,6.7363897884578225,0.6613491393892621,0.5322128305247056,1.0,1.0,3.642795192090087,2.01372059732978,0.5527954472165616,"[12.65732316490088, 8.666410823189036, 8.22107986031973, 6.7363897884578225, 7.06219414779769]","[[2, 4], [2, 4], [3, 4], [2, 4]]","[true, true, true, true, false]",1,2.0,0,1,1,"[[5, 8], [5, 8], [5, 8], [5, 8], [5, 8]]","[[7, 10], [7, 10], [7, 10], [7, 10], [7, 10]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.25, 2.0], [1.25, 2.0], [1.25, 2.0], [1.25, 2.0], [1.25, 2.0]]","[5.0, 8.0]",0.5,0.9921953341167786,1.2845485420000387
03_parameter_sensitivity|control_points_16|figure_eight--demand_conflict|n0_d1_m0|25006|v11_full,03_parameter_sensitivity,independent_seeded,S25006,25006,figure_eight--demand_conflict,figure_eight,demand_conflict,nominal_control_points,16,16,v11_full,0.25,5,0.65,n0_d1_m0,0.0,4,1.0,11.568280104852967,7.39988803373829,0.6944848778214053,0.6396705445119703,0.8333333333333334,0.6666666666666666,3.4310419029031243,2.1160328525175007,0.6167318594177038,"[11.568280104852967, 7.829512414796222, 7.39988803373829, 7.414961253286291, 7.414961253286291]","[[2, 4], [2, 4], [2, 4], [2, 4]]","[true, true, true, false, false]",2,1.0,0,1,1,"[[6, 7], [6, 7], [6, 7], [6, 7], [6, 7]]","[[8, 9], [8, 9], [8, 9], [8, 9], [8, 9]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.5, 1.75], [1.5, 1.75], [1.5, 1.75], [1.5, 1.75], [1.5, 1.75]]","[6.0, 7.0]",1.0,0.9992653925812522,1.2826816250000093
03_parameter_sensitivity|control_points_16|figure_eight--demand_conflict|n1_d1_m1|25001|v11_full,03_parameter_sensitivity,independent_seeded,S25001,25001,figure_eight--demand_conflict,figure_eight,demand_conflict,nominal_control_points,16,16,v11_full,0.25,5,0.65,n1_d1_m1,0.05,4,1.7,11.677691315437041,7.413862571471837,0.6948010953518905,0.6348739978827203,0.8333333333333334,0.6666666666666666,3.547203318946834,2.1737127347177694,0.6127962057058364,"[11.677691315437041, 8.053438664235308, 7.413862571471837, 7.432362650107999, 7.432362650107999]","[[2, 4], [2, 4], [2, 4], [2, 4]]","[true, true, true, false, false]",2,1.0,0,1,1,"[[7, 7], [7, 7], [7, 7], [7, 7], [7, 7]]","[[9, 9], [9, 9], [9, 9], [9, 9], [9, 9]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.75, 1.75], [1.75, 1.75], [1.75, 1.75], [1.75, 1.75], [1.75, 1.75]]","[7.0, 7.0]",0.5,0.9993937052321182,1.35298958300001
03_parameter_sensitivity|control_points_16|figure_eight--demand_conflict|n1_d1_m1|25002|v11_full,03_parameter_sensitivity,independent_seeded,S25002,25002,figure_eight--demand_conflict,figure_eight,demand_conflict,nominal_control_points,16,16,v11_full,0.25,5,0.65,n1_d1_m1,0.05,4,1.7,9.444604032109284,2.3369193497563994,0.4082511627460975,0.24743433835992062,1.0,0.5,2.7197966276617676,0.6828157909488065,0.25105398837700194,"[9.444604032109284, 4.43206831940118, 2.7748577522258686, 2.3369193497563994, 2.3138697474045875]","[[1, 4], [2, 4], [2, 4], [2, 4]]","[true, true, true, true, false]",1,2.0,0,1,1,"[[7, 5], [7, 5], [7, 5], [7, 5], [7, 5]]","[[9, 7], [9, 7], [9, 7], [9, 7], [9, 7]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.75, 1.25], [1.75, 1.25], [1.75, 1.25], [1.75, 1.25], [1.75, 1.25]]","[7.0, 5.0]",1.0,0.9967467406894504,1.0281735830000116
03_parameter_sensitivity|control_points_16|figure_eight--demand_conflict|n1_d1_m1|25003|v11_full,03_parameter_sensitivity,independent_seeded,S25003,25003,figure_eight--demand_conflict,figure_eight,demand_conflict,nominal_control_points,16,16,v11_full,0.25,5,0.65,n1_d1_m1,0.05,4,1.7,11.569640299296164,7.441505846105212,0.6929353045902533,0.6431924980898424,1.0,1.0,3.318112372978345,2.2447128816082618,0.6765029719573369,"[11.569640299296164, 7.441505846105212, 7.548524462891086, 7.548524462891086, 7.48934795526873]","[[2, 4], [2, 4], [2, 4], [2, 4]]","[true, true, false, false, false]",3,0.5,0,1,1,"[[4, 7], [4, 7], [4, 7], [4, 7], [4, 7]]","[[6, 9], [6, 9], [6, 9], [6, 9], [6, 9]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.0, 1.75], [1.0, 1.75], [1.0, 1.75], [1.0, 1.75], [1.0, 1.75]]","[4.0, 7.0]",1.0,0.9913452570083923,1.383835332999979
03_parameter_sensitivity|control_points_16|figure_eight--demand_conflict|n1_d1_m1|25004|v11_full,03_parameter_sensitivity,independent_seeded,S25004,25004,figure_eight--demand_conflict,figure_eight,demand_conflict,nominal_control_points,16,16,v11_full,0.25,5,0.65,n1_d1_m1,0.05,4,1.7,10.318952142072382,4.177926849023429,0.5781674608315011,0.40487898301119213,1.0,0.6666666666666666,2.9536337273818942,1.190919524607654,0.4032048772896723,"[10.318952142072382, 6.263870289408398, 6.067669165337186, 4.177926849023429, 4.390774117779733]","[[2, 4], [2, 4], [3, 4], [2, 4]]","[true, true, true, true, false]",1,2.0,0,1,1,"[[4, 7], [4, 7], [4, 7], [4, 7], [4, 7]]","[[6, 9], [6, 9], [6, 9], [6, 9], [6, 9]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.0, 1.75], [1.0, 1.75], [1.0, 1.75], [1.0, 1.75], [1.0, 1.75]]","[4.0, 7.0]",0.5,0.994258797291062,1.2286351249999825
03_parameter_sensitivity|control_points_16|figure_eight--demand_conflict|n1_d1_m1|25005|v11_full,03_parameter_sensitivity,independent_seeded,S25005,25005,figure_eight--demand_conflict,figure_eight,demand_conflict,nominal_control_points,16,16,v11_full,0.25,5,0.65,n1_d1_m1,0.05,4,1.7,13.208865916594977,7.054063903249412,0.6565854859777303,0.5340400869984628,1.0,1.0,3.7822836944178975,1.8886928979570747,0.49935252100325306,"[13.208865916594977, 9.597112557866858, 7.607730923575191, 7.354690196884524, 7.054063903249412]","[[2, 4], [3, 4], [2, 4], [3, 4]]","[true, true, true, true, true]",0,4.0,0,1,1,"[[4, 8], [4, 8], [4, 8], [4, 8], [4, 8]]","[[6, 10], [6, 10], [6, 10], [6, 10], [6, 10]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.0, 2.0], [1.0, 2.0], [1.0, 2.0], [1.0, 2.0], [1.0, 2.0]]","[4.0, 8.0]",1.0,0.9879141212778302,1.5377742909999483
03_parameter_sensitivity|control_points_16|figure_eight--demand_conflict|n1_d1_m1|25006|v11_full,03_parameter_sensitivity,independent_seeded,S25006,25006,figure_eight--demand_conflict,figure_eight,demand_conflict,nominal_control_points,16,16,v11_full,0.25,5,0.65,n1_d1_m1,0.05,4,1.7,10.804689433892133,6.4841570245172075,0.66542785046068,0.6001243315867751,0.6666666666666666,0.6666666666666666,3.190097182857639,1.815527496366354,0.5691135386477577,"[10.804689433892133, 7.041583281596977, 6.4841570245172075, 6.553920024333336, 6.553920024333336]","[[2, 4], [2, 4], [2, 4], [2, 4]]","[true, true, true, false, false]",2,1.0,0,1,1,"[[6, 7], [6, 7], [6, 7], [6, 7], [6, 7]]","[[8, 9], [8, 9], [8, 9], [8, 9], [8, 9]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.5, 1.75], [1.5, 1.75], [1.5, 1.75], [1.5, 1.75], [1.5, 1.75]]","[6.0, 7.0]",1.0,0.9990055761577635,1.553932374999988
03_parameter_sensitivity|control_points_16|harmonic_loop--demand_conflict|n0_d1_m0|25001|v11_full,03_parameter_sensitivity,independent_seeded,S25001,25001,harmonic_loop--demand_conflict,harmonic_loop,demand_conflict,nominal_control_points,16,16,v11_full,0.25,5,0.65,n0_d1_m0,0.0,4,1.0,8.99889140222643,2.6451884864788235,0.5636232048790869,0.29394603937818087,1.0,0.8333333333333334,2.4660513006353546,1.045042760825995,0.42377170359625105,"[8.99889140222643, 6.330332762915845, 4.830113153615327, 3.3054501890430865, 2.6451884864788235]","[[2, 3], [3, 4], [3, 4], [3, 4]]","[true, true, true, true, true]",0,4.0,0,1,1,"[[7, 7], [7, 7], [7, 7], [7, 7], [7, 7]]","[[9, 9], [9, 9], [9, 9], [9, 9], [9, 9]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.75, 1.75], [1.75, 1.75], [1.75, 1.75], [1.75, 1.75], [1.75, 1.75]]","[7.0, 7.0]",0.5,0.9997716424306144,0.9327380409999932
03_parameter_sensitivity|control_points_16|harmonic_loop--demand_conflict|n0_d1_m0|25002|v11_full,03_parameter_sensitivity,independent_seeded,S25002,25002,harmonic_loop--demand_conflict,harmonic_loop,demand_conflict,nominal_control_points,16,16,v11_full,0.25,5,0.65,n0_d1_m0,0.0,4,1.0,8.1760226882683,1.1919065095531491,0.44711919427289915,0.1457807243200786,0.8333333333333334,0.16666666666666666,2.039212942951675,0.2783935355578904,0.13652009051831904,"[8.1760226882683, 4.815155879450355, 3.0986422880509803, 2.0248639405298015, 1.1919065095531491]","[[2, 3], [2, 4], [3, 4], [2, 4]]","[true, true, true, true, true]",0,4.0,0,1,1,"[[7, 5], [7, 5], [7, 5], [7, 5], [7, 5]]","[[9, 7], [9, 7], [9, 7], [9, 7], [9, 7]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.75, 1.25], [1.75, 1.25], [1.75, 1.25], [1.75, 1.25], [1.75, 1.25]]","[7.0, 5.0]",1.0,0.9971136030116287,0.6774590839999632
03_parameter_sensitivity|control_points_16|harmonic_loop--demand_conflict|n0_d1_m0|25003|v11_full,03_parameter_sensitivity,independent_seeded,S25003,25003,harmonic_loop--demand_conflict,harmonic_loop,demand_conflict,nominal_control_points,16,16,v11_full,0.25,5,0.65,n0_d1_m0,0.0,4,1.0,8.574357152477088,3.1168293770502977,0.5824427829612322,0.36350589573352,0.8333333333333334,0.6666666666666666,2.19461231466453,1.2183029585758745,0.555133565247539,"[8.574357152477088, 5.581909323703178, 4.650131099192411, 3.8986560803099226, 3.1168293770502977]","[[2, 3], [3, 4], [3, 4], [3, 4]]","[true, true, true, true, true]",0,4.0,0,1,1,"[[4, 7], [4, 7], [4, 7], [4, 7], [4, 7]]","[[6, 9], [6, 9], [6, 9], [6, 9], [6, 9]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.0, 1.75], [1.0, 1.75], [1.0, 1.75], [1.0, 1.75], [1.0, 1.75]]","[4.0, 7.0]",1.0,0.9951700931608369,0.8796430409999516
