manifest_id,trajectory,regime,domain_seed,method,initial_task_score,final_task_score,last_observed_task_score,task_auc_normalized,final_task_ratio,initial_violation_rate,final_violation_rate,initial_task_max_ratio,final_task_max_ratio,initial_global_rmse,final_global_rmse,final_global_ratio,selection_switches,selection_history,accepted_history,rejected_trials,final_trust_radius_mm,constraint_violation,all_updates_succeeded,elapsed_s
harmonic_loop--neutral,harmonic_loop,neutral,1103,full_trajectory,5.192929953652337,0.9174297136719713,0.9174297136719713,0.4250456977482255,0.17666899454838914,0.6666666666666666,0.16666666666666666,7.12925608153161,1.1313769916424716,0.7381494679969186,0.17271905584290292,0.23398927091501195,0,"[[0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5]]","[true, true, true, true, true]",0,0.0,0,1,0.28323558400000004
harmonic_loop--neutral,harmonic_loop,neutral,1103,static_tolerance,5.192929953652337,1.590688696453774,1.590688696453774,0.533147372501028,0.30631814999449336,0.6666666666666666,0.5,7.12925608153161,2.080116852366098,0.7381494679969186,0.26861864239845085,0.363908197519113,0,"[[4, 5], [4, 5], [4, 5], [4, 5]]","[true, true, true, true, true]",0,0.0,0,1,0.21238383300000008
harmonic_loop--neutral,harmonic_loop,neutral,1103,curvature_zones,5.192929953652337,1.0642760643109848,1.0642760643109848,0.38497955319165644,0.2049471249968332,0.6666666666666666,0.16666666666666666,7.12925608153161,1.4237615300747397,0.7381494679969186,0.22937549501551235,0.3107439684783054,0,"[[2, 3], [2, 3], [2, 3], [2, 3]]","[true, true, true, true, true]",0,0.0,0,1,0.22038437500000008
harmonic_loop--neutral,harmonic_loop,neutral,1103,error_peak_dynamic,5.192929953652337,0.744982540644512,0.744982540644512,0.36895804765379614,0.14346092616183748,0.6666666666666666,0.0,7.12925608153161,0.852373971241734,0.7381494679969186,0.2182639554228146,0.29569073051709593,3,"[[2, 3], [3, 4], [1, 2], [3, 4]]","[true, true, true, true, true]",0,0.0,0,1,0.21754558300000015
harmonic_loop--neutral,harmonic_loop,neutral,1103,violation_dynamic,5.192929953652337,0.8853529787023403,0.8853529787023403,0.36229886397576694,0.17049199326858744,0.6666666666666666,0.16666666666666666,7.12925608153161,1.1095020053147013,0.7381494679969186,0.20018689828566547,0.2712010330765437,3,"[[2, 3], [3, 4], [1, 3], [1, 4]]","[true, true, true, true, true]",0,0.0,0,1,0.22279654199999976
harmonic_loop--neutral,harmonic_loop,neutral,1103,violation_safe,5.192929953652337,0.8853529787023403,0.8853529787023403,0.36229886397576694,0.17049199326858744,0.6666666666666666,0.16666666666666666,7.12925608153161,1.1095020053147013,0.7381494679969186,0.20018689828566547,0.2712010330765437,3,"[[2, 3], [3, 4], [1, 3], [1, 4]]","[true, true, true, true, true]",0,4.0,0,1,0.21945691699999959
harmonic_loop--neutral,harmonic_loop,neutral,1103,dual_anchor_dynamic,5.192929953652337,0.8725742485691153,0.8725742485691153,0.36164353127468873,0.16803119941092381,0.6666666666666666,0.16666666666666666,7.12925608153161,1.0898112706344365,0.7381494679969186,0.20219636261497062,0.27392333312067724,3,"[[2, 3], [3, 4], [2, 3], [1, 4]]","[true, true, true, true, true]",0,4.0,0,1,0.22854762500000003
harmonic_loop--neutral,harmonic_loop,neutral,1103,random_zones,5.192929953652337,1.5778136349044949,1.5778136349044949,0.5515333383834792,0.30383880564280924,0.6666666666666666,0.16666666666666666,7.12925608153161,2.1951870048223987,0.7381494679969186,0.24015299250393346,0.32534466651534044,0,"[[1, 4], [1, 4], [1, 4], [1, 4]]","[true, true, true, true, true]",0,0.0,0,1,0.21323270900000013
harmonic_loop--neutral,harmonic_loop,neutral,1129,full_trajectory,3.2101888253587494,0.48325014935862953,0.48325014935862953,0.402554913065442,0.15053636270278423,0.3333333333333333,0.0,4.473398602495402,0.6247517330867808,0.4839331571960476,0.09237079384153803,0.19087510840700136,0,"[[0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5]]","[true, true, true, true, true]",0,0.0,0,1,0.23039483300000008
harmonic_loop--neutral,harmonic_loop,neutral,1129,static_tolerance,3.2101888253587494,0.9202828193799489,0.9202828193799489,0.5277277000623128,0.2866756036623809,0.3333333333333333,0.16666666666666666,4.473398602495402,1.2339058225717547,0.4839331571960476,0.15796499929680188,0.3264190455807272,0,"[[4, 5], [4, 5], [4, 5], [4, 5]]","[true, true, true, true, true]",0,0.0,0,1,0.190876834
harmonic_loop--neutral,harmonic_loop,neutral,1129,curvature_zones,3.2101888253587494,0.5398365198574068,0.5398365198574068,0.35179771526938775,0.16816347860692532,0.3333333333333333,0.0,4.473398602495402,0.6905410884847295,0.4839331571960476,0.14089488871044023,0.2911453505827084,0,"[[2, 3], [2, 3], [2, 3], [2, 3]]","[true, true, true, true, true]",0,0.0,0,1,0.1984076250000002
harmonic_loop--neutral,harmonic_loop,neutral,1129,error_peak_dynamic,3.2101888253587494,0.34319532536342434,0.34319532536342434,0.33238145821366927,0.1069081428021827,0.3333333333333333,0.0,4.473398602495402,0.40047790638831077,0.4839331571960476,0.12571657272488412,0.25978086199610145,3,"[[1, 3], [3, 4], [1, 3], [3, 4]]","[true, true, true, true, true]",0,0.0,0,1,0.20701366599999993
harmonic_loop--neutral,harmonic_loop,neutral,1129,violation_dynamic,3.2101888253587494,0.34319532536342434,0.34319532536342434,0.33238145821366927,0.1069081428021827,0.3333333333333333,0.0,4.473398602495402,0.40047790638831077,0.4839331571960476,0.12571657272488412,0.25978086199610145,3,"[[1, 3], [3, 4], [1, 3], [3, 4]]","[true, true, true, true, true]",0,0.0,0,1,0.21412687500000072
harmonic_loop--neutral,harmonic_loop,neutral,1129,violation_safe,3.2101888253587494,0.34319532536342434,0.34319532536342434,0.33238145821366927,0.1069081428021827,0.3333333333333333,0.0,4.473398602495402,0.40047790638831077,0.4839331571960476,0.12571657272488412,0.25978086199610145,3,"[[1, 3], [3, 4], [1, 3], [3, 4]]","[true, true, true, true, true]",0,4.0,0,1,0.21152641699999997
