trajectory,domain_seed,method,initial_task_score,final_task_score,last_observed_task_score,task_auc_normalized,final_task_ratio,initial_violation_rate,final_violation_rate,initial_task_max_ratio,final_task_max_ratio,initial_global_rmse,final_global_rmse,final_global_ratio,selection_switches,selection_history,accepted_history,rejected_trials,final_trust_radius_mm,constraint_violation,all_updates_succeeded,elapsed_s
harmonic_loop,647,random_zones,4.97089396229428,1.7063627190858695,1.7063627190858695,0.545796839458356,0.34327079435392144,0.6666666666666666,0.3333333333333333,6.348424104381413,2.351920662531923,0.6763192322364728,0.21051021391049143,0.31125865401516073,0,"[[2, 4], [2, 4], [2, 4], [2, 4]]","[true, true, true, true, true]",0,0.0,0,1,0.18471858300000044
harmonic_loop,659,full_trajectory,9.140197049074414,1.8344531564376338,1.8344531564376338,0.4316477682122382,0.2007017076971443,0.6666666666666666,0.5,12.853750683135745,2.3380168303432876,1.0863784319301684,0.31101966542771525,0.28629035360645616,0,"[[0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5]]","[true, true, true, true, true]",0,0.0,0,1,0.275723417
harmonic_loop,659,static_tolerance,9.140197049074414,2.2082004507800455,2.2082004507800455,0.3856024212600069,0.2415922150172528,0.6666666666666666,0.5,12.853750683135745,2.9907014235090394,1.0863784319301684,0.47517293022403473,0.4373917193659626,0,"[[2, 3], [2, 3], [2, 3], [2, 3]]","[true, true, true, true, true]",0,0.0,0,1,0.21966524999999937
harmonic_loop,659,curvature_zones,9.140197049074414,2.2082004507800455,2.2082004507800455,0.3856024212600069,0.2415922150172528,0.6666666666666666,0.5,12.853750683135745,2.9907014235090394,1.0863784319301684,0.47517293022403473,0.4373917193659626,0,"[[2, 3], [2, 3], [2, 3], [2, 3]]","[true, true, true, true, true]",0,0.0,0,1,0.21507341600000007
harmonic_loop,659,jerk_zones,9.140197049074414,3.7730917236681876,3.7730917236681876,0.6407852207142628,0.412802011095622,0.6666666666666666,0.3333333333333333,12.853750683135745,5.198285476294887,1.0863784319301684,0.49350752194586045,0.45426851955174197,0,"[[1, 2], [1, 2], [1, 2], [1, 2]]","[true, true, true, true, true]",0,0.0,0,1,0.26409958300000014
harmonic_loop,659,error_peak_dynamic,9.140197049074414,1.750325890390096,1.750325890390096,0.36316269390217143,0.1914976100616281,0.6666666666666666,0.5,12.853750683135745,2.285424041159083,1.0863784319301684,0.3733990145436989,0.3437098929516494,3,"[[1, 3], [3, 4], [1, 3], [1, 4]]","[true, true, true, true, true]",0,0.0,0,1,0.22830891699999967
harmonic_loop,659,violation_dynamic,9.140197049074414,1.5943025478903992,1.5943025478903992,0.35078516781017155,0.17442759049180967,0.6666666666666666,0.6666666666666666,12.853750683135745,1.9862124823334,1.0863784319301684,0.4108237356430574,0.37815895784413445,3,"[[3, 4], [1, 3], [3, 4], [1, 3]]","[true, true, true, true, true]",0,0.0,0,1,0.23123324999999983
harmonic_loop,659,violation_safe,9.140197049074414,1.4941413909484944,1.5943025478903992,0.35078516781017155,0.163469275654161,0.6666666666666666,0.6666666666666666,12.853750683135745,1.696991821919726,1.0863784319301684,0.4772525315561984,0.4393059706719913,3,"[[3, 4], [1, 3], [3, 4], [1, 3]]","[true, true, true, true, false]",1,2.0,0,1,0.24065883400000043
harmonic_loop,659,random_zones,9.140197049074414,3.566287586588298,3.566287586588298,0.6191372653573621,0.3901762256809813,0.6666666666666666,0.5,12.853750683135745,4.878000726601365,1.0863784319301684,0.49937687727811153,0.4596711998330717,0,"[[2, 5], [2, 5], [2, 5], [2, 5]]","[true, true, true, true, true]",0,0.0,0,1,0.30371241699999985
harmonic_loop,677,full_trajectory,3.802471902658263,0.5887047972997567,0.5887047972997567,0.4041858387031301,0.15482160351749086,0.6666666666666666,0.0,4.8219618950621,0.7298053520332994,0.5233622291665831,0.09073231390387108,0.17336427592101133,0,"[[0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5]]","[true, true, true, true, true]",0,0.0,0,1,0.2348225829999997
