trajectory,domain_seed,method,initial_critical_rmse,final_critical_rmse,initial_global_rmse,final_global_rmse,critical_auc_normalized,global_auc_normalized,final_critical_ratio,final_global_ratio,window_iou_with_evaluation,evaluation_window_fraction,constraint_violation,all_updates_succeeded,elapsed_s
harmonic_loop,11,full_trajectory,3.329539217014338,0.9771618502349013,1.7148444538891527,0.9108383306242436,0.4743658933017904,0.6350071995918269,0.2934826072152834,0.5311492412962138,1.0,0.20496894409937888,0,1,0.3632543749999999
harmonic_loop,11,curvature_window,3.329539217014338,0.7757377475276489,1.7148444538891527,0.9743304632972339,0.43328576460766455,0.6727995703463403,0.23298651764290312,0.5681742510742112,0.4666666666666667,0.20496894409937888,0,1,0.3412962500000001
harmonic_loop,11,jerk_window,3.329539217014338,0.8550466849647402,1.7148444538891527,1.124637947083339,0.46633041517177437,0.6938306178650299,0.2568063113944869,0.6558250484659033,0.2,0.20496894409937888,0,1,0.34081225000000015
harmonic_loop,11,error_peak_window,3.329539217014338,0.8057141187703897,1.7148444538891527,1.0453572257118064,0.41688574179487203,0.695852129454883,0.24198967672556476,0.6095930294674867,0.8857142857142857,0.20496894409937888,0,1,0.314033875
harmonic_loop,11,random_window,3.329539217014338,0.964832028168605,1.7148444538891527,1.0570308443375585,0.4378688636446363,0.67033355936569,0.28977944552753715,0.6164004215894235,0.3469387755102041,0.20496894409937888,0,1,0.3521399169999997
harmonic_loop,11,automatic_eta_0.10,3.329539217014338,0.7169871422371408,1.7148444538891527,1.2032286714544154,0.3956719494150046,0.7553591915859966,0.2153412515981947,0.7016547003581421,0.9411764705882353,0.20496894409937888,0,1,0.29796429199999963
harmonic_loop,11,automatic_eta_0.30,3.329539217014338,0.8086065834699383,1.7148444538891527,1.0396970937187031,0.41658586814936177,0.6940600589240067,0.24285840495221178,0.60629236159626,0.9411764705882353,0.20496894409937888,0,1,0.3301183750000001
harmonic_loop,11,automatic_eta_1.00,3.329539217014338,0.8939789267151627,1.7148444538891527,0.949554077726104,0.4379352427340395,0.6537637678250368,0.26849929327963007,0.5537260686079013,0.9411764705882353,0.20496894409937888,0,1,0.3725034580000002
harmonic_loop,23,full_trajectory,2.1807444935157294,0.4799040179902942,1.140130465546573,0.38557130011303453,0.44953663352093604,0.5420215884607776,0.2200643034602406,0.3381817360070223,1.0,0.20496894409937888,0,1,0.31556766699999983
harmonic_loop,23,curvature_window,2.1807444935157294,0.2851080920846116,1.140130465546573,0.48324853632860254,0.370266804586253,0.5944063616943448,0.13073887974146345,0.4238537175628717,0.4666666666666667,0.20496894409937888,0,1,0.2910287920000001
harmonic_loop,23,jerk_window,2.1807444935157294,0.34502766725262096,1.140130465546573,0.5113036964204759,0.4133362720113316,0.5919001921296712,0.15821553982070496,0.44846069100991826,0.2,0.20496894409937888,0,1,0.29619479200000054
harmonic_loop,23,error_peak_window,2.1807444935157294,0.26068148472328884,1.140130465546573,0.5180707043721995,0.34525721865319686,0.6117487577458038,0.11953783925554072,0.4543959836419589,0.8857142857142857,0.20496894409937888,0,1,0.288761375
harmonic_loop,23,random_window,2.1807444935157294,0.8965433339297274,1.140130465546573,0.5145792701689242,0.5872395799342203,0.6257477639499184,0.4111180088247513,0.4513336725216245,0.11864406779661017,0.20496894409937888,0,1,0.269790875
harmonic_loop,23,automatic_eta_0.10,2.1807444935157294,0.20334857263592448,1.140130465546573,0.6170188178294425,0.3233053863480937,0.664493630786614,0.0932473167950511,0.5411826422282705,0.8857142857142857,0.20496894409937888,0,1,0.2572672090000001
harmonic_loop,23,automatic_eta_0.30,2.1807444935157294,0.24851507501560174,1.140130465546573,0.4987223570568858,0.34216294963323435,0.5991715416264614,0.11395882266562708,0.43742569129384745,0.8857142857142857,0.20496894409937888,0,1,0.2850327909999999
harmonic_loop,23,automatic_eta_1.00,2.1807444935157294,0.2996772540635849,1.140130465546573,0.4279257800374587,0.3684100751996222,0.5550758742064382,0.13741969999449796,0.3753305371348999,0.8857142857142857,0.20496894409937888,0,1,0.3121342500000006
harmonic_loop,37,full_trajectory,0.649196795557985,0.07383845505520727,0.3557008403783467,0.06445846316965173,0.37261143406660435,0.42292911598484584,0.11373816932004889,0.1812153806021079,1.0,0.20496894409937888,0,1,0.28538495799999986
harmonic_loop,37,curvature_window,0.649196795557985,0.08287657119332845,0.3557008403783467,0.10868331062954575,0.3703739269115842,0.505644265526603,0.1276601667790057,0.30554696051306224,0.4666666666666667,0.20496894409937888,0,1,0.25561679100000045
harmonic_loop,37,jerk_window,0.649196795557985,0.0836731624633852,0.3557008403783467,0.10290731231526826,0.38982172281419075,0.5012082455490192,0.12888720806372445,0.2893086004683298,0.2,0.20496894409937888,0,1,0.2520316659999997
harmonic_loop,37,error_peak_window,0.649196795557985,0.10738345149858207,0.3557008403783467,0.10644357698172534,0.367107892450692,0.49068992820732793,0.16540970663030757,0.29925028253659725,0.43478260869565216,0.20496894409937888,0,1,0.2518459169999998
harmonic_loop,37,random_window,0.649196795557985,0.1415124635993483,0.3557008403783467,0.12009965845131491,0.45913611017057654,0.5441609285762822,0.21798084119888214,0.33764232416085677,0.2,0.20496894409937888,0,1,0.2445421250000006
harmonic_loop,37,automatic_eta_0.10,0.649196795557985,0.03735445735472905,0.3557008403783467,0.1466953400994067,0.2841433654306041,0.5630106947476787,0.05753949743794233,0.41241212684055495,0.8333333333333334,0.20496894409937888,0,1,0.22860295800000063
harmonic_loop,37,automatic_eta_0.30,0.649196795557985,0.03863853593013075,0.3557008403783467,0.10508034992428393,0.29120578385857776,0.4842108722200221,0.0595174470892465,0.295417772453148,0.8333333333333334,0.20496894409937888,0,1,0.2653342909999994
harmonic_loop,37,automatic_eta_1.00,0.649196795557985,0.04187557711665746,0.3557008403783467,0.07864944888919333,0.3048985108903229,0.432471075054979,0.06450367192688525,0.22111122595475632,0.8333333333333334,0.20496894409937888,0,1,0.2622244589999996
harmonic_loop,51,full_trajectory,2.8363182472707233,0.691308669773595,1.4654661114430492,0.6284556519958516,0.44702481273620154,0.5758652847286705,0.24373452113098165,0.4288435243152838,1.0,0.20496894409937888,0,1,0.3478041660000004
harmonic_loop,51,curvature_window,2.8363182472707233,0.4135922890687892,1.4654661114430492,0.7545505654628679,0.3773087135424502,0.6342390177454624,0.14582012771901484,0.5148877613552316,0.4666666666666667,0.20496894409937888,0,1,0.30715483300000024
harmonic_loop,51,jerk_window,2.8363182472707233,0.4989922439043908,1.4654661114430492,0.8726109406358583,0.4125943579054985,0.6525475368946221,0.1759295679829128,0.5954494162792994,0.2,0.20496894409937888,0,1,0.3021716249999997
harmonic_loop,51,error_peak_window,2.8363182472707233,0.3711786684213282,1.4654661114430492,0.8094574380152842,0.34374943447890544,0.6537014296718486,0.13086636832044454,0.5523549345117295,0.8857142857142857,0.20496894409937888,0,1,0.30534204200000126
harmonic_loop,51,random_window,2.8363182472707233,1.0358881521160903,1.4654661114430492,0.7117419788660144,0.5659671817928813,0.6477309626123984,0.3652228212094621,0.48567617723016454,0.0,0.20496894409937888,0,1,0.2745453340000008
harmonic_loop,51,automatic_eta_0.10,2.8363182472707233,0.2770995585694268,1.4654661114430492,0.922604666387668,0.3171824788308528,0.6977411610508641,0.09769692058924231,0.629563972297644,0.8857142857142857,0.20496894409937888,0,1,0.28566195900000046
harmonic_loop,51,automatic_eta_0.30,2.8363182472707233,0.35460201484507575,1.4654661114430492,0.8015826021154773,0.33864101704987937,0.6436590259014833,0.12502194180300297,0.5469813295963264,0.8857142857142857,0.20496894409937888,0,1,0.3161199579999998
harmonic_loop,51,automatic_eta_1.00,2.8363182472707233,0.4417204868413634,1.4654661114430492,0.7123091472614606,0.3672274586242154,0.6039962711151536,0.1557372792233077,0.4860631997556378,0.8857142857142857,0.20496894409937888,0,1,0.31922050000000013
harmonic_loop,73,full_trajectory,3.17135318201676,0.8620144104471126,1.6590861243467738,0.8100857138837454,0.45571457124335885,0.6013196782842781,0.2718128070172655,0.4882722494003725,1.0,0.20496894409937888,0,1,0.3569770830000003
harmonic_loop,73,curvature_window,3.17135318201676,0.5652045765887291,1.6590861243467738,0.9038288575095118,0.39488240021904586,0.6486545903802403,0.17822189587515394,0.5447751290580971,0.4666666666666667,0.20496894409937888,0,1,0.32505808300000005
harmonic_loop,73,jerk_window,3.17135318201676,0.6434556043929782,1.6590861243467738,1.0991893665169725,0.4204485192894459,0.6873149778687688,0.20289622992535483,0.6625270083249912,0.2,0.20496894409937888,0,1,0.31399058299999894
harmonic_loop,73,error_peak_window,3.17135318201676,0.8209093532429529,1.6590861243467738,0.975245058600353,0.4092736471844045,0.6673726699364312,0.25885144483368816,0.5878206346788253,0.5,0.20496894409937888,0,1,0.3437227079999996
harmonic_loop,73,random_window,3.17135318201676,1.174019659083077,1.6590861243467738,0.8635525769703675,0.5589745101737369,0.6663810308834248,0.37019517906122396,0.5204989447490985,0.3469387755102041,0.20496894409937888,0,1,0.3190058330000003
harmonic_loop,73,automatic_eta_0.10,3.17135318201676,0.4164725016683888,1.6590861243467738,1.0760215823731856,0.3320038618162149,0.7099373528831233,0.13132327992669085,0.6485628241854194,0.8857142857142857,0.20496894409937888,0,1,0.3538899999999998
harmonic_loop,73,automatic_eta_0.30,3.17135318201676,0.5187536317277401,1.6590861243467738,0.9595819896699787,0.35546246417183325,0.6615985035946417,0.16357485336838104,0.5783798535761918,0.8857142857142857,0.20496894409937888,0,1,0.37322195800000024
harmonic_loop,73,automatic_eta_1.00,3.17135318201676,0.6136191162008197,1.6590861243467738,0.8893104401795531,0.38237111323479467,0.6286656181011857,0.1934881045984921,0.5360242769372193,0.8857142857142857,0.20496894409937888,0,1,0.3914032089999999
harmonic_loop,97,full_trajectory,2.4263554206688305,0.5529003484252506,1.2545469704738406,0.48247788548194465,0.4452667114044198,0.5599559087399225,0.22787277730022024,0.38458335705016566,1.0,0.20496894409937888,0,1,0.5250672910000009
harmonic_loop,97,curvature_window,2.4263554206688305,0.33737585243802526,1.2545469704738406,0.5918886437567039,0.37593102623171143,0.6170370981451496,0.1390463448034447,0.47179472565554753,0.4666666666666667,0.20496894409937888,0,1,0.3134799579999985
harmonic_loop,97,jerk_window,2.4263554206688305,0.40730513886786124,1.2545469704738406,0.6800285195783009,0.41231439290245864,0.6314726551002463,0.16786705500696458,0.5420510635177375,0.2,0.20496894409937888,0,1,0.2983111670000014
harmonic_loop,97,error_peak_window,2.4263554206688305,0.29383734366130093,1.2545469704738406,0.6355097833372141,0.34136468237946643,0.633522180755211,0.12110235011666345,0.5065651572194089,0.9411764705882353,0.20496894409937888,0,1,0.3057666250000004
harmonic_loop,97,random_window,2.4263554206688305,0.6139642721501171,1.2545469704738406,0.5864019506826398,0.43493099015401837,0.6223219229916642,0.2530397100606458,0.46742127993912946,0.2,0.20496894409937888,0,1,0.29040770799999827
harmonic_loop,97,automatic_eta_0.10,2.4263554206688305,0.22492575857258756,1.2545469704738406,0.7342522646436597,0.316924488622239,0.6802984732081238,0.09270107613112437,0.5852728370674983,0.8857142857142857,0.20496894409937888,0,1,0.2931073340000001
harmonic_loop,97,automatic_eta_0.30,2.4263554206688305,0.2825016765783716,1.2545469704738406,0.6257415939647657,0.33745765571618636,0.6227453364235571,0.11643045951631413,0.4987789287223132,0.8857142857142857,0.20496894409937888,0,1,0.3139887090000002
harmonic_loop,97,automatic_eta_1.00,2.4263554206688305,0.3475652933978778,1.2545469704738406,0.5498996295489085,0.36477576278517704,0.5818033258299983,0.14324582888275725,0.43832526201965333,0.8857142857142857,0.20496894409937888,0,1,0.344448667
ellipse,11,full_trajectory,3.334314224933829,0.0924853017489603,1.8866318301917195,0.10202438245149113,0.26045638603354687,0.3216278352868498,0.027737428301555987,0.0540775263190187,1.0,0.20496894409937888,0,1,0.2706452919999993
ellipse,11,curvature_window,3.334314224933829,0.09370292428422446,1.8866318301917195,0.15458407354823037,0.28833912888567204,0.35456302681598034,0.028102607601742765,0.08193653423758972,0.0,0.20496894409937888,0,1,0.2745319579999972
ellipse,11,jerk_window,3.334314224933829,0.11455274371939429,1.8866318301917195,0.12555776576627212,0.26932600114895183,0.3363396589450516,0.03435571334662307,0.06655128136659973,0.375,0.20496894409937888,0,1,0.28757412500000257
ellipse,11,error_peak_window,3.334314224933829,0.1172032254560953,1.8866318301917195,0.1271511343865873,0.26087627151229525,0.3393051374103023,0.035150623951292786,0.06739583863252545,0.7837837837837838,0.20496894409937888,0,1,0.2816083749999976
ellipse,11,random_window,3.334314224933829,0.10386980456297298,1.8866318301917195,0.12096382026789343,0.30050202579491425,0.351148494854588,0.031151774414732714,0.06411628296104868,0.047619047619047616,0.20496894409937888,0,1,0.25315683399999855
ellipse,11,automatic_eta_0.10,3.334314224933829,0.21027960257392714,1.8866318301917195,0.20651615525842587,0.3030262776587754,0.3772439186599394,0.06306532269858287,0.1094628808618371,0.3469387755102041,0.20496894409937888,0,1,0.24291425000000189
ellipse,11,automatic_eta_0.30,3.334314224933829,0.11260225575461996,1.8866318301917195,0.14024587268764924,0.27023529002179025,0.3393026119917543,0.03377073909608942,0.07433664080256583,0.3469387755102041,0.20496894409937888,0,1,0.2698009160000012
ellipse,11,automatic_eta_1.00,3.334314224933829,0.09272300469798657,1.8866318301917195,0.11308460303548284,0.25843140029942213,0.32412887946816005,0.02780871820796275,0.05993994229599698,0.3469387755102041,0.20496894409937888,0,1,0.30408525
ellipse,23,full_trajectory,1.917904804126749,0.023807431181811334,1.0521737991894982,0.03653596178281134,0.26261565444987883,0.2878273979901251,0.012413249672551509,0.034724264955994365,1.0,0.20496894409937888,0,1,0.2607750419999988
ellipse,23,curvature_window,1.917904804126749,0.040133513678911506,1.0521737991894982,0.05010084045127982,0.2881992023062376,0.31133862846244387,0.020925706840379338,0.047616506407851145,0.0,0.20496894409937888,0,1,0.24484125000000034
ellipse,23,jerk_window,1.917904804126749,0.03542218378213052,1.0521737991894982,0.0466420450232756,0.2665167968220755,0.2963756980580108,0.01846920853731256,0.044329221141226394,0.375,0.20496894409937888,0,1,0.21796966700000198
ellipse,23,error_peak_window,1.917904804126749,0.02887191613628141,1.0521737991894982,0.047886687049849545,0.2564562462308224,0.2906111115004193,0.015053883839363565,0.045512145509360925,0.8857142857142857,0.20496894409937888,0,1,0.23462666700000057
ellipse,23,random_window,1.917904804126749,0.07572656223109102,1.0521737991894982,0.07069458180699564,0.3163113766878746,0.335406051479125,0.039484004663917854,0.06718907262417341,0.015384615384615385,0.20496894409937888,0,1,0.24191379200000185
ellipse,23,automatic_eta_0.10,1.917904804126749,0.09750887496348297,1.0521737991894982,0.08763817825787158,0.29927805938738,0.33601696065247855,0.050841352893883716,0.08329249248116642,0.40425531914893614,0.20496894409937888,0,1,0.21624662500000014
ellipse,23,automatic_eta_0.30,1.917904804126749,0.03816442968049331,1.0521737991894982,0.0524117712686655,0.26925614739257314,0.30110123452314186,0.0198990218901246,0.04981284585211959,0.40425531914893614,0.20496894409937888,0,1,0.29871874999999903
ellipse,23,automatic_eta_1.00,1.917904804126749,0.023343288624268897,1.0521737991894982,0.03939050741342642,0.2591232088679325,0.28744194063152206,0.012171244669725642,0.03743726316295786,0.40425531914893614,0.20496894409937888,0,1,0.30532083399999976
ellipse,37,full_trajectory,0.753357713287793,0.0099856419984234,0.44304527792759935,0.012736064063897788,0.25984900303885183,0.27728281435801655,0.013254848025440934,0.028746642156919827,1.0,0.20496894409937888,0,1,0.2531939170000008
ellipse,37,curvature_window,0.753357713287793,0.022204386362522702,0.44304527792759935,0.02155207684479464,0.2912261804085695,0.3127357785561743,0.02947389529685524,0.04864531441483187,0.0,0.20496894409937888,0,1,0.35307500000000047
ellipse,37,jerk_window,0.753357713287793,0.013474866605268946,0.44304527792759935,0.01684300419562845,0.2652088969600696,0.29175397744526005,0.017886412215071278,0.03801643993231063,0.375,0.20496894409937888,0,1,0.20532833300000064
ellipse,37,error_peak_window,0.753357713287793,0.009608266253896589,0.44304527792759935,0.023136135550853074,0.2504736338299299,0.29651802850277387,0.012753922982966922,0.05222070227015011,1.0,0.20496894409937888,0,1,0.21163537500000018
ellipse,37,random_window,0.753357713287793,0.02998590761200783,0.44304527792759935,0.02885589807003596,0.3204702508974528,0.339743365271025,0.039803014003989896,0.06513081056864684,0.0,0.20496894409937888,0,1,0.2105352499999995
