manifest_id,trajectory,regime,scenario_id,scenario_mode,domain_seed,method,initial_task_score,final_task_score,last_observed_task_score,task_auc_normalized,final_task_ratio,initial_violation_rate,final_violation_rate,initial_global_rmse,final_global_rmse,final_global_ratio,measured_score_auc_normalized,selection_switches,selection_history,accepted_history,rejected_trials,final_trust_radius_mm,constraint_violation,all_updates_succeeded,finite_result,base_axis_delay_steps,extra_delay_schedule,actual_axis_delay_history,raw_estimated_lag_history,total_estimated_lag_history,nominal_estimated_lag_history,applied_lag_history,lag_absolute_error_steps,median_peak_correlation,elapsed_s
harmonic_loop--demand_conflict,harmonic_loop,demand_conflict,unknown_drift_pm2,drift,1709,fixed_delay_6,6.561016525813411,2.1668105878671833,4.5732173612096085,0.5724256395178591,0.3302553162824948,0.8333333333333334,0.5,1.7636014777941367,0.5595941442581418,0.3173019252388394,0.5724256395178591,2,"[[2, 3], [1, 3], [1, 2], [1, 2]]","[true, true, true, false, false]",2,1.0,0,1,1,"[4, 3]","[[3, 2], [2, 1], [1, 0], [2, 1], [3, 2]]","[[7, 5], [6, 4], [5, 3], [6, 4], [7, 5]]","[[6, 5], [5, 4], [4, 3], [5, 4], [6, 5]]","[[8, 7], [7, 6], [6, 5], [7, 6], [8, 7]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[6.0, 6.0], [6.0, 6.0], [6.0, 6.0], [6.0, 6.0], [6.0, 6.0]]",0.5,0.9988056451572824,0.30101849999999786
harmonic_loop--demand_conflict,harmonic_loop,demand_conflict,unknown_drift_pm2,drift,1709,delay_aware_dual_anchor,6.561016525813411,1.04409568253798,3.979893779578684,0.4428405030745031,0.15913626774603143,0.8333333333333334,0.5,1.7636014777941367,0.41088642617191035,0.23298144810234314,0.4428405030745031,2,"[[2, 3], [3, 4], [1, 3], [1, 3]]","[true, true, true, false, false]",2,1.0,0,1,1,"[4, 3]","[[3, 2], [2, 1], [1, 0], [2, 1], [3, 2]]","[[7, 5], [6, 4], [5, 3], [6, 4], [7, 5]]","[[6, 5], [5, 4], [4, 3], [5, 4], [6, 5]]","[[8, 7], [7, 6], [6, 5], [7, 6], [8, 7]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.5, 1.25], [1.375, 1.125], [1.25, 1.0], [1.25, 1.0], [1.25, 1.0]]",0.5,0.9987814985821789,0.3129679169999946
harmonic_loop--demand_conflict,harmonic_loop,demand_conflict,unknown_drift_pm2,drift,1709,oracle_true_delay_0p25,6.561016525813411,1.0452976420459346,3.9957982070569766,0.44322419242034483,0.1593194648928799,0.8333333333333334,0.5,1.7636014777941367,0.4084104798821015,0.23157753326047895,0.44322419242034483,2,"[[2, 3], [3, 4], [1, 3], [1, 3]]","[true, true, true, false, false]",2,1.0,0,1,1,"[4, 3]","[[3, 2], [2, 1], [1, 0], [2, 1], [3, 2]]","[[7, 5], [6, 4], [5, 3], [6, 4], [7, 5]]","[[6, 5], [5, 4], [4, 3], [5, 4], [6, 5]]","[[8, 7], [7, 6], [6, 5], [7, 6], [8, 7]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.75, 1.25], [1.5, 1.0], [1.25, 0.75], [1.5, 1.0], [1.75, 1.25]]",0.5,0.9987793246127443,0.2777131669999946
harmonic_loop--demand_conflict,harmonic_loop,demand_conflict,unknown_drift_pm2,drift,1723,dual_anchor_dynamic,8.791045433214919,1.5490688429595867,2.5156474698194176,0.33882442452484324,0.17620985521321397,0.8333333333333334,0.6666666666666666,2.0266106433590445,0.3311747735913396,0.16341312263239063,0.33882442452484324,2,"[[2, 4], [2, 4], [1, 2], [3, 4]]","[true, true, true, true, false]",1,2.0,0,1,1,"[4, 2]","[[5, 3], [4, 2], [3, 1], [4, 2], [5, 3]]","[[9, 5], [8, 4], [7, 3], [8, 4], [9, 5]]","[[8, 4], [7, 3], [6, 2], [7, 3], [8, 4]]","[[10, 6], [9, 5], [8, 4], [9, 5], [10, 6]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]",1.0,0.9927287595867751,0.31805916699999415
harmonic_loop--demand_conflict,harmonic_loop,demand_conflict,unknown_drift_pm2,drift,1723,fixed_delay_2,8.791045433214919,1.365307567361114,2.321330062592158,0.3232299812861125,0.15530662169059178,0.8333333333333334,0.3333333333333333,2.0266106433590445,0.29114557908412325,0.14366132934225515,0.3232299812861125,3,"[[2, 4], [1, 2], [1, 3], [2, 4]]","[true, true, true, true, false]",1,2.0,0,1,1,"[4, 2]","[[5, 3], [4, 2], [3, 1], [4, 2], [5, 3]]","[[9, 5], [8, 4], [7, 3], [8, 4], [9, 5]]","[[8, 4], [7, 3], [6, 2], [7, 3], [8, 4]]","[[10, 6], [9, 5], [8, 4], [9, 5], [10, 6]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[2.0, 2.0], [2.0, 2.0], [2.0, 2.0], [2.0, 2.0], [2.0, 2.0]]",1.0,0.992708403242299,0.28008616700000033
harmonic_loop--demand_conflict,harmonic_loop,demand_conflict,unknown_drift_pm2,drift,1723,fixed_delay_4,8.791045433214919,0.9963471377510316,2.078136804678625,0.3812828540216867,0.11333659293655404,0.8333333333333334,0.3333333333333333,2.0266106433590445,0.30564546921377705,0.15081607817236128,0.3812828540216867,3,"[[2, 4], [1, 2], [1, 3], [2, 4]]","[true, true, true, true, false]",1,2.0,0,1,1,"[4, 2]","[[5, 3], [4, 2], [3, 1], [4, 2], [5, 3]]","[[9, 5], [8, 4], [7, 3], [8, 4], [9, 5]]","[[8, 4], [7, 3], [6, 2], [7, 3], [8, 4]]","[[10, 6], [9, 5], [8, 4], [9, 5], [10, 6]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[4.0, 4.0], [4.0, 4.0], [4.0, 4.0], [4.0, 4.0], [4.0, 4.0]]",1.0,0.9927228776144561,0.29502133400000474
harmonic_loop--demand_conflict,harmonic_loop,demand_conflict,unknown_drift_pm2,drift,1723,fixed_delay_6,8.791045433214919,1.994884800225202,2.27855422166167,0.49250187142366103,0.2269223626905617,0.8333333333333334,0.3333333333333333,2.0266106433590445,0.5876067049717654,0.2899455338879625,0.49250187142366103,3,"[[2, 4], [1, 2], [1, 3], [1, 2]]","[true, true, true, true, false]",1,2.0,0,1,1,"[4, 2]","[[5, 3], [4, 2], [3, 1], [4, 2], [5, 3]]","[[9, 5], [8, 4], [7, 3], [8, 4], [9, 5]]","[[8, 4], [7, 3], [6, 2], [7, 3], [8, 4]]","[[10, 6], [9, 5], [8, 4], [9, 5], [10, 6]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[6.0, 6.0], [6.0, 6.0], [6.0, 6.0], [6.0, 6.0], [6.0, 6.0]]",1.0,0.9928158630234365,0.29479904200000107
harmonic_loop--demand_conflict,harmonic_loop,demand_conflict,unknown_drift_pm2,drift,1723,delay_aware_dual_anchor,8.791045433214919,1.2308297940542574,3.059754963198216,0.32636739899825035,0.1400094907260806,0.8333333333333334,0.5,2.0266106433590445,0.4050520264078964,0.19986672217241255,0.32636739899825035,1,"[[2, 4], [1, 2], [1, 2], [1, 2]]","[true, true, true, false, false]",2,1.0,0,1,1,"[4, 2]","[[5, 3], [4, 2], [3, 1], [4, 2], [5, 3]]","[[9, 5], [8, 4], [7, 3], [8, 4], [9, 5]]","[[8, 4], [7, 3], [6, 2], [7, 3], [8, 4]]","[[10, 6], [9, 5], [8, 4], [9, 5], [10, 6]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[2.0, 1.0], [1.875, 0.875], [1.75, 0.75], [1.75, 0.75], [1.75, 0.75]]",1.0,0.9927072718030172,0.2987409170000035
harmonic_loop--demand_conflict,harmonic_loop,demand_conflict,unknown_drift_pm2,drift,1723,oracle_true_delay_0p25,8.791045433214919,1.2756576544854195,3.021246475682857,0.32926745570559085,0.1451087546045029,0.8333333333333334,0.5,2.0266106433590445,0.40175421735401634,0.1982394687753742,0.32926745570559085,1,"[[2, 4], [1, 2], [1, 2], [1, 2]]","[true, true, true, false, false]",2,1.0,0,1,1,"[4, 2]","[[5, 3], [4, 2], [3, 1], [4, 2], [5, 3]]","[[9, 5], [8, 4], [7, 3], [8, 4], [9, 5]]","[[8, 4], [7, 3], [6, 2], [7, 3], [8, 4]]","[[10, 6], [9, 5], [8, 4], [9, 5], [10, 6]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[2.25, 1.25], [2.0, 1.0], [1.75, 0.75], [2.0, 1.0], [2.25, 1.25]]",1.0,0.9927092180365384,0.2850841669999937
harmonic_loop--demand_conflict,harmonic_loop,demand_conflict,unknown_drift_pm2,drift,1741,dual_anchor_dynamic,6.515789145989847,3.579163375951686,3.579163375951686,0.804573361795253,0.5493062000255929,0.8333333333333334,0.8333333333333334,1.6849968818906633,1.0408628773246407,0.6177239189646053,0.804573361795253,2,"[[2, 3], [3, 4], [3, 4], [1, 3]]","[true, true, false, true, true]",1,2.6449999999999996,0,1,1,"[2, 3]","[[3, 4], [2, 5], [1, 6], [2, 5], [3, 4]]","[[5, 7], [4, 8], [3, 9], [4, 8], [5, 7]]","[[4, 6], [3, 7], [2, 8], [3, 7], [4, 6]]","[[6, 8], [5, 9], [4, 10], [5, 9], [6, 8]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]",1.0,0.9906842569313414,0.3206805829999979
harmonic_loop--demand_conflict,harmonic_loop,demand_conflict,unknown_drift_pm2,drift,1741,fixed_delay_2,6.515789145989847,3.566788328049136,3.566788328049136,0.7788911524921376,0.5474069599450316,0.8333333333333334,0.8333333333333334,1.6849968818906633,0.9303197522213852,0.5521195690151741,0.7788911524921376,2,"[[2, 3], [3, 4], [3, 4], [1, 3]]","[true, true, false, true, true]",1,2.6449999999999996,0,1,1,"[2, 3]","[[3, 4], [2, 5], [1, 6], [2, 5], [3, 4]]","[[5, 7], [4, 8], [3, 9], [4, 8], [5, 7]]","[[4, 6], [3, 7], [2, 8], [3, 7], [4, 6]]","[[6, 8], [5, 9], [4, 10], [5, 9], [6, 8]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[2.0, 2.0], [2.0, 2.0], [2.0, 2.0], [2.0, 2.0], [2.0, 2.0]]",1.0,0.9906888629695938,0.30924529199999995
harmonic_loop--demand_conflict,harmonic_loop,demand_conflict,unknown_drift_pm2,drift,1741,fixed_delay_4,6.515789145989847,3.08953523273264,3.08953523273264,0.8189472141014119,0.4741613277394189,0.8333333333333334,0.8333333333333334,1.6849968818906633,0.9969234580699938,0.591647064029809,0.8189472141014119,2,"[[2, 3], [1, 3], [1, 3], [3, 4]]","[true, true, false, true, true]",1,2.6449999999999996,0,1,1,"[2, 3]","[[3, 4], [2, 5], [1, 6], [2, 5], [3, 4]]","[[5, 7], [4, 8], [3, 9], [4, 8], [5, 7]]","[[4, 6], [3, 7], [2, 8], [3, 7], [4, 6]]","[[6, 8], [5, 9], [4, 10], [5, 9], [6, 8]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[4.0, 4.0], [4.0, 4.0], [4.0, 4.0], [4.0, 4.0], [4.0, 4.0]]",1.0,0.9908988905400691,0.3362291249999956
harmonic_loop--demand_conflict,harmonic_loop,demand_conflict,unknown_drift_pm2,drift,1741,fixed_delay_6,6.515789145989847,4.386160714263994,4.386160714263994,0.8409600022847319,0.6731587864477573,0.8333333333333334,1.0,1.6849968818906633,1.1766271568754951,0.6982963407951543,0.8409600022847319,3,"[[2, 3], [1, 3], [2, 3], [3, 4]]","[true, true, true, true, true]",0,4.0,0,1,1,"[2, 3]","[[3, 4], [2, 5], [1, 6], [2, 5], [3, 4]]","[[5, 7], [4, 8], [3, 9], [4, 8], [5, 7]]","[[4, 6], [3, 7], [2, 8], [3, 7], [4, 6]]","[[6, 8], [5, 9], [4, 10], [5, 9], [6, 8]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[6.0, 6.0], [6.0, 6.0], [6.0, 6.0], [6.0, 6.0], [6.0, 6.0]]",1.0,0.991141337581551,0.4204710420000026
harmonic_loop--demand_conflict,harmonic_loop,demand_conflict,unknown_drift_pm2,drift,1741,delay_aware_dual_anchor,6.515789145989847,3.5429073887109395,3.5429073887109395,0.7714310795492134,0.5437418721401425,0.8333333333333334,0.8333333333333334,1.6849968818906633,0.9121649753955074,0.5413452008124822,0.7714310795492134,2,"[[2, 3], [3, 4], [3, 4], [1, 3]]","[true, true, false, true, true]",1,2.6449999999999996,0,1,1,"[2, 3]","[[3, 4], [2, 5], [1, 6], [2, 5], [3, 4]]","[[5, 7], [4, 8], [3, 9], [4, 8], [5, 7]]","[[4, 6], [3, 7], [2, 8], [3, 7], [4, 6]]","[[6, 8], [5, 9], [4, 10], [5, 9], [6, 8]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.0, 1.5], [0.875, 1.625], [0.75, 1.75], [0.75, 1.75], [0.75, 1.75]]",1.0,0.9906426802229946,0.34654204199999583
harmonic_loop--demand_conflict,harmonic_loop,demand_conflict,unknown_drift_pm2,drift,1741,oracle_true_delay_0p25,6.515789145989847,3.4258080325905573,3.4258080325905573,0.761421963982819,0.5257702414601578,0.8333333333333334,0.8333333333333334,1.6849968818906633,0.9066655782136817,0.5380814575729961,0.761421963982819,2,"[[2, 3], [3, 4], [3, 4], [1, 3]]","[true, true, false, true, true]",1,2.6449999999999996,0,1,1,"[2, 3]","[[3, 4], [2, 5], [1, 6], [2, 5], [3, 4]]","[[5, 7], [4, 8], [3, 9], [4, 8], [5, 7]]","[[4, 6], [3, 7], [2, 8], [3, 7], [4, 6]]","[[6, 8], [5, 9], [4, 10], [5, 9], [6, 8]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.25, 1.75], [1.0, 2.0], [0.75, 2.25], [1.0, 2.0], [1.25, 1.75]]",1.0,0.9906459335857942,0.3293781659999979
ellipse--demand_conflict,ellipse,demand_conflict,unknown_drift_pm2,drift,1709,dual_anchor_dynamic,5.888433304180327,0.8371262312115928,2.240370270702953,0.29808805296777074,0.14216450929609725,0.8333333333333334,0.16666666666666666,1.5458227093757186,0.23282600747088564,0.15061624212061975,0.29808805296777074,1,"[[2, 3], [2, 3], [3, 4], [3, 4]]","[true, true, true, false, false]",2,1.0,0,1,1,"[4, 3]","[[3, 2], [2, 1], [1, 0], [2, 1], [3, 2]]","[[7, 5], [6, 4], [5, 3], [6, 4], [7, 5]]","[[6, 5], [5, 4], [4, 3], [5, 4], [6, 5]]","[[8, 7], [7, 6], [6, 5], [7, 6], [8, 7]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]",0.5,0.9996513395878175,0.20129408399999704
ellipse--demand_conflict,ellipse,demand_conflict,unknown_drift_pm2,drift,1709,fixed_delay_2,5.888433304180327,0.8093537587880356,2.2147153637221773,0.28665494703961486,0.13744806419280622,0.8333333333333334,0.0,1.5458227093757186,0.2224627864416466,0.14391222556918465,0.28665494703961486,0,"[[2, 3], [2, 3], [2, 3], [2, 3]]","[true, true, true, false, false]",2,1.0,0,1,1,"[4, 3]","[[3, 2], [2, 1], [1, 0], [2, 1], [3, 2]]","[[7, 5], [6, 4], [5, 3], [6, 4], [7, 5]]","[[6, 5], [5, 4], [4, 3], [5, 4], [6, 5]]","[[8, 7], [7, 6], [6, 5], [7, 6], [8, 7]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[2.0, 2.0], [2.0, 2.0], [2.0, 2.0], [2.0, 2.0], [2.0, 2.0]]",0.5,0.999650433868328,0.19013758399999858
ellipse--demand_conflict,ellipse,demand_conflict,unknown_drift_pm2,drift,1709,fixed_delay_4,5.888433304180327,0.8797842438313536,2.227888854358787,0.2862705416798578,0.1494088832095246,0.8333333333333334,0.16666666666666666,1.5458227093757186,0.22135944281530417,0.14319846737450267,0.2862705416798578,2,"[[2, 3], [3, 4], [2, 3], [2, 3]]","[true, true, true, false, false]",2,1.0,0,1,1,"[4, 3]","[[3, 2], [2, 1], [1, 0], [2, 1], [3, 2]]","[[7, 5], [6, 4], [5, 3], [6, 4], [7, 5]]","[[6, 5], [5, 4], [4, 3], [5, 4], [6, 5]]","[[8, 7], [7, 6], [6, 5], [7, 6], [8, 7]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[4.0, 4.0], [4.0, 4.0], [4.0, 4.0], [4.0, 4.0], [4.0, 4.0]]",0.5,0.9996490850922747,0.207038292
ellipse--demand_conflict,ellipse,demand_conflict,unknown_drift_pm2,drift,1709,fixed_delay_6,5.888433304180327,0.9003267225577987,1.6649225162673074,0.29104147233441535,0.15289749854492485,0.8333333333333334,0.16666666666666666,1.5458227093757186,0.22379247903661695,0.14477240997901736,0.29104147233441535,3,"[[2, 3], [3, 4], [2, 3], [2, 4]]","[true, true, true, true, false]",1,2.0,0,1,1,"[4, 3]","[[3, 2], [2, 1], [1, 0], [2, 1], [3, 2]]","[[7, 5], [6, 4], [5, 3], [6, 4], [7, 5]]","[[6, 5], [5, 4], [4, 3], [5, 4], [6, 5]]","[[8, 7], [7, 6], [6, 5], [7, 6], [8, 7]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[6.0, 6.0], [6.0, 6.0], [6.0, 6.0], [6.0, 6.0], [6.0, 6.0]]",0.5,0.9996475970294728,0.20192658399999885
ellipse--demand_conflict,ellipse,demand_conflict,unknown_drift_pm2,drift,1709,delay_aware_dual_anchor,5.888433304180327,0.7871599172665038,2.214766558153169,0.2873982320497346,0.13367900706418492,0.8333333333333334,0.0,1.5458227093757186,0.22485646309105,0.1454607062810317,0.2873982320497346,0,"[[2, 3], [2, 3], [2, 3], [2, 3]]","[true, true, true, false, false]",2,1.0,0,1,1,"[4, 3]","[[3, 2], [2, 1], [1, 0], [2, 1], [3, 2]]","[[7, 5], [6, 4], [5, 3], [6, 4], [7, 5]]","[[6, 5], [5, 4], [4, 3], [5, 4], [6, 5]]","[[8, 7], [7, 6], [6, 5], [7, 6], [8, 7]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.5, 1.25], [1.375, 1.125], [1.25, 1.0], [1.25, 1.0], [1.25, 1.0]]",0.5,0.9996506650713707,0.192678334
ellipse--demand_conflict,ellipse,demand_conflict,unknown_drift_pm2,drift,1709,oracle_true_delay_0p25,5.888433304180327,0.8076361312764218,2.2082549850303295,0.28632596423479495,0.13715636902995287,0.8333333333333334,0.0,1.5458227093757186,0.22511584473632382,0.14562850149046974,0.28632596423479495,0,"[[2, 3], [2, 3], [2, 3], [2, 3]]","[true, true, true, false, false]",2,1.0,0,1,1,"[4, 3]","[[3, 2], [2, 1], [1, 0], [2, 1], [3, 2]]","[[7, 5], [6, 4], [5, 3], [6, 4], [7, 5]]","[[6, 5], [5, 4], [4, 3], [5, 4], [6, 5]]","[[8, 7], [7, 6], [6, 5], [7, 6], [8, 7]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[1.75, 1.25], [1.5, 1.0], [1.25, 0.75], [1.5, 1.0], [1.75, 1.25]]",0.5,0.9996504653076892,0.19260770900000068
ellipse--demand_conflict,ellipse,demand_conflict,unknown_drift_pm2,drift,1723,dual_anchor_dynamic,9.101960231972871,1.5882538698948143,2.2433446921107416,0.3486559331991943,0.17449580413630927,0.6666666666666666,0.3333333333333333,2.236338620537556,0.3617197582049057,0.16174641661286426,0.3486559331991943,2,"[[2, 3], [2, 3], [3, 4], [2, 3]]","[true, true, true, true, false]",1,2.0,0,1,1,"[4, 2]","[[5, 3], [4, 2], [3, 1], [4, 2], [5, 3]]","[[9, 5], [8, 4], [7, 3], [8, 4], [9, 5]]","[[8, 4], [7, 3], [6, 2], [7, 3], [8, 4]]","[[10, 6], [9, 5], [8, 4], [9, 5], [10, 6]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]",1.0,0.9947334983198401,0.23997695899999627
ellipse--demand_conflict,ellipse,demand_conflict,unknown_drift_pm2,drift,1723,fixed_delay_2,9.101960231972871,1.3359398342045998,2.1164153519119684,0.3086587397348014,0.14677495837784293,0.6666666666666666,0.3333333333333333,2.236338620537556,0.33008459302319065,0.14760045280792367,0.3086587397348014,2,"[[2, 3], [2, 3], [3, 4], [2, 3]]","[true, true, true, true, false]",1,2.0,0,1,1,"[4, 2]","[[5, 3], [4, 2], [3, 1], [4, 2], [5, 3]]","[[9, 5], [8, 4], [7, 3], [8, 4], [9, 5]]","[[8, 4], [7, 3], [6, 2], [7, 3], [8, 4]]","[[10, 6], [9, 5], [8, 4], [9, 5], [10, 6]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[2.0, 2.0], [2.0, 2.0], [2.0, 2.0], [2.0, 2.0], [2.0, 2.0]]",1.0,0.9947164812519333,0.23000729099999973
ellipse--demand_conflict,ellipse,demand_conflict,unknown_drift_pm2,drift,1723,fixed_delay_4,9.101960231972871,1.0470876753574032,1.9264293033493916,0.27084682420948475,0.11503979897420893,0.6666666666666666,0.3333333333333333,2.236338620537556,0.30412025796075753,0.13599025441310636,0.27084682420948475,2,"[[2, 3], [2, 3], [2, 4], [2, 3]]","[true, true, true, true, false]",1,2.0,0,1,1,"[4, 2]","[[5, 3], [4, 2], [3, 1], [4, 2], [5, 3]]","[[9, 5], [8, 4], [7, 3], [8, 4], [9, 5]]","[[8, 4], [7, 3], [6, 2], [7, 3], [8, 4]]","[[10, 6], [9, 5], [8, 4], [9, 5], [10, 6]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[4.0, 4.0], [4.0, 4.0], [4.0, 4.0], [4.0, 4.0], [4.0, 4.0]]",1.0,0.9947311513071804,0.2213486670000009
ellipse--demand_conflict,ellipse,demand_conflict,unknown_drift_pm2,drift,1723,fixed_delay_6,9.101960231972871,1.1853871131606546,1.9467764132715832,0.2855654484903217,0.13023426635030674,0.6666666666666666,0.3333333333333333,2.236338620537556,0.3245085201468461,0.1451070589966572,0.2855654484903217,2,"[[2, 3], [2, 3], [2, 4], [3, 4]]","[true, true, true, true, false]",1,2.0,0,1,1,"[4, 2]","[[5, 3], [4, 2], [3, 1], [4, 2], [5, 3]]","[[9, 5], [8, 4], [7, 3], [8, 4], [9, 5]]","[[8, 4], [7, 3], [6, 2], [7, 3], [8, 4]]","[[10, 6], [9, 5], [8, 4], [9, 5], [10, 6]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[6.0, 6.0], [6.0, 6.0], [6.0, 6.0], [6.0, 6.0], [6.0, 6.0]]",1.0,0.9947255361108414,0.22733595800000472
ellipse--demand_conflict,ellipse,demand_conflict,unknown_drift_pm2,drift,1723,delay_aware_dual_anchor,9.101960231972871,1.3999383243533452,2.127120483010346,0.3150395082666565,0.15380624488291192,0.6666666666666666,0.3333333333333333,2.236338620537556,0.3356770828216797,0.15010118760145183,0.3150395082666565,2,"[[2, 3], [2, 3], [3, 4], [2, 3]]","[true, true, true, true, false]",1,2.0,0,1,1,"[4, 2]","[[5, 3], [4, 2], [3, 1], [4, 2], [5, 3]]","[[9, 5], [8, 4], [7, 3], [8, 4], [9, 5]]","[[8, 4], [7, 3], [6, 2], [7, 3], [8, 4]]","[[10, 6], [9, 5], [8, 4], [9, 5], [10, 6]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[2.0, 1.0], [1.875, 0.875], [1.75, 0.75], [1.75, 0.75], [1.75, 0.75]]",1.0,0.9947285646703315,0.2476455830000006
ellipse--demand_conflict,ellipse,demand_conflict,unknown_drift_pm2,drift,1723,oracle_true_delay_0p25,9.101960231972871,1.375310180362003,2.1111241085992414,0.3104332410373202,0.15110043829140102,0.6666666666666666,0.3333333333333333,2.236338620537556,0.3322134189052078,0.14855237746837846,0.3104332410373202,2,"[[2, 3], [2, 3], [3, 4], [2, 3]]","[true, true, true, true, false]",1,2.0,0,1,1,"[4, 2]","[[5, 3], [4, 2], [3, 1], [4, 2], [5, 3]]","[[9, 5], [8, 4], [7, 3], [8, 4], [9, 5]]","[[8, 4], [7, 3], [6, 2], [7, 3], [8, 4]]","[[10, 6], [9, 5], [8, 4], [9, 5], [10, 6]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[2.25, 1.25], [2.0, 1.0], [1.75, 0.75], [2.0, 1.0], [2.25, 1.25]]",1.0,0.9947309781254641,0.23503812499999555
ellipse--demand_conflict,ellipse,demand_conflict,unknown_drift_pm2,drift,1741,dual_anchor_dynamic,5.511333518687088,1.9228336068850582,1.9228336068850582,0.7093929219061992,0.34888717954835663,0.6666666666666666,0.6666666666666666,1.41024316648473,0.6041678012146944,0.4284139186582162,0.7093929219061992,1,"[[3, 4], [1, 4], [1, 4], [1, 4]]","[true, true, false, true, true]",1,2.6449999999999996,0,1,1,"[2, 3]","[[3, 4], [2, 5], [1, 6], [2, 5], [3, 4]]","[[5, 7], [4, 8], [3, 9], [4, 8], [5, 7]]","[[4, 6], [3, 7], [2, 8], [3, 7], [4, 6]]","[[6, 8], [5, 9], [4, 10], [5, 9], [6, 8]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]",1.0,0.9934471176396595,0.21577170899999487
ellipse--demand_conflict,ellipse,demand_conflict,unknown_drift_pm2,drift,1741,fixed_delay_2,5.511333518687088,1.7491668893111787,1.7491668893111787,0.6628963067737336,0.3173763451949222,0.6666666666666666,0.6666666666666666,1.41024316648473,0.5357056719517189,0.3798675892804048,0.6628963067737336,1,"[[3, 4], [3, 4], [3, 4], [1, 2]]","[true, true, false, true, true]",1,2.6449999999999996,0,1,1,"[2, 3]","[[3, 4], [2, 5], [1, 6], [2, 5], [3, 4]]","[[5, 7], [4, 8], [3, 9], [4, 8], [5, 7]]","[[4, 6], [3, 7], [2, 8], [3, 7], [4, 6]]","[[6, 8], [5, 9], [4, 10], [5, 9], [6, 8]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[2.0, 2.0], [2.0, 2.0], [2.0, 2.0], [2.0, 2.0], [2.0, 2.0]]",1.0,0.993456772212575,0.23378645900000095
ellipse--demand_conflict,ellipse,demand_conflict,unknown_drift_pm2,drift,1741,fixed_delay_4,5.511333518687088,0.7546910648694318,3.160903334774056,0.6166657705603875,0.13693438481095851,0.6666666666666666,0.0,1.41024316648473,0.20867322070340613,0.14796967336034642,0.6166657705603875,2,"[[3, 4], [3, 4], [2, 3], [3, 4]]","[true, true, true, true, false]",1,2.0,0,1,1,"[2, 3]","[[3, 4], [2, 5], [1, 6], [2, 5], [3, 4]]","[[5, 7], [4, 8], [3, 9], [4, 8], [5, 7]]","[[4, 6], [3, 7], [2, 8], [3, 7], [4, 6]]","[[6, 8], [5, 9], [4, 10], [5, 9], [6, 8]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[[4.0, 4.0], [4.0, 4.0], [4.0, 4.0], [4.0, 4.0], [4.0, 4.0]]",1.0,0.9934671006113042,0.24970729199999653
