trajectory,domain_seed,method,initial_critical_rmse,final_critical_rmse,initial_global_rmse,final_global_rmse,critical_auc_normalized,global_auc_normalized,final_critical_ratio,final_global_ratio,window_iou_with_evaluation,evaluation_window_fraction,constraint_violation,all_updates_succeeded,elapsed_s
harmonic_loop,11,full_trajectory,3.329539217014338,0.9771618502349013,1.7148444538891527,0.9108383306242436,0.4743658933017904,0.6350071995918269,0.2934826072152834,0.5311492412962138,1.0,0.20496894409937888,0,1,0.35371720799999906
harmonic_loop,11,curvature_window,3.329539217014338,0.7757377475276489,1.7148444538891527,0.9743304632972339,0.43328576460766455,0.6727995703463403,0.23298651764290312,0.5681742510742112,0.4666666666666667,0.20496894409937888,0,1,0.3279040000000002
harmonic_loop,11,jerk_window,3.329539217014338,0.8550466849647402,1.7148444538891527,1.124637947083339,0.46633041517177437,0.6938306178650299,0.2568063113944869,0.6558250484659033,0.2,0.20496894409937888,0,1,0.331114957999997
harmonic_loop,11,error_peak_window,3.329539217014338,0.8057141187703897,1.7148444538891527,1.0453572257118064,0.41688574179487203,0.695852129454883,0.24198967672556476,0.6095930294674867,0.8857142857142857,0.20496894409937888,0,1,0.3260885000000009
harmonic_loop,11,random_window,3.329539217014338,0.964832028168605,1.7148444538891527,1.0570308443375585,0.4378688636446363,0.67033355936569,0.28977944552753715,0.6164004215894235,0.3469387755102041,0.20496894409937888,0,1,0.34481483300000093
harmonic_loop,11,automatic_eta_0.10,3.329539217014338,0.7169871422371408,1.7148444538891527,1.2032286714544154,0.3956719494150046,0.7553591915859966,0.2153412515981947,0.7016547003581421,0.9411764705882353,0.20496894409937888,0,1,0.29071541700000125
harmonic_loop,11,automatic_eta_0.30,3.329539217014338,0.8086065834699383,1.7148444538891527,1.0396970937187031,0.41658586814936177,0.6940600589240067,0.24285840495221178,0.60629236159626,0.9411764705882353,0.20496894409937888,0,1,0.3182675830000008
harmonic_loop,11,automatic_eta_1.00,3.329539217014338,0.8939789267151627,1.7148444538891527,0.949554077726104,0.4379352427340395,0.6537637678250368,0.26849929327963007,0.5537260686079013,0.9411764705882353,0.20496894409937888,0,1,0.35389412500000006
harmonic_loop,11,learned_auto_eta_1.00,3.329539217014338,0.8813870077902801,1.7148444538891527,0.9452212638671633,0.43590243709528326,0.6519129696519055,0.26471741293398454,0.5511994173719165,0.9411764705882353,0.20496894409937888,0,1,0.3452568749999969
harmonic_loop,11,reward_rank_eta_1.00,3.329539217014338,1.0145852241563567,1.7148444538891527,0.9643312933523547,0.4681585914006875,0.6641336175901256,0.3047224129308063,0.5623433024291595,0.4666666666666667,0.20496894409937888,0,1,0.35952091699999755
harmonic_loop,23,full_trajectory,2.1807444935157294,0.4799040179902942,1.140130465546573,0.38557130011303453,0.44953663352093604,0.5420215884607776,0.2200643034602406,0.3381817360070223,1.0,0.20496894409937888,0,1,0.3045372919999991
harmonic_loop,23,curvature_window,2.1807444935157294,0.2851080920846116,1.140130465546573,0.48324853632860254,0.370266804586253,0.5944063616943448,0.13073887974146345,0.4238537175628717,0.4666666666666667,0.20496894409937888,0,1,0.2804597090000023
harmonic_loop,23,jerk_window,2.1807444935157294,0.34502766725262096,1.140130465546573,0.5113036964204759,0.4133362720113316,0.5919001921296712,0.15821553982070496,0.44846069100991826,0.2,0.20496894409937888,0,1,0.2865693339999993
